H-ID,type_id,URI,digitization_of H-ID,IIIF,ARK
46780,126,https://gallica.bnf.fr/ark:/12148/btv1b10090057n,[46078],https://gallica.bnf.fr/iiif/ark:/12148/btv1b10090057n/manifest.json,ark:/12148/btv1b10090057n
46781,126,https://gallica.bnf.fr/ark:/12148/btv1b105485379,[46079],https://gallica.bnf.fr/iiif/ark:/12148/btv1b105485379/manifest.json,ark:/12148/btv1b105485379
46782,126,https://gallica.bnf.fr/ark:/12148/btv1b10509655q,[45710],https://gallica.bnf.fr/iiif/ark:/12148/btv1b10509655q/manifest.json,ark:/12148/btv1b10509655q
46783,126,https://gallica.bnf.fr/ark:/12148/btv1b52515014k,[46081],https://gallica.bnf.fr/iiif/ark:/12148/btv1b52515014k/manifest.json,ark:/12148/btv1b52515014k
46784,126,https://gallica.bnf.fr/ark:/12148/btv1b6000371s,[46082],https://gallica.bnf.fr/iiif/ark:/12148/btv1b6000371s/manifest.json,ark:/12148/btv1b6000371s
46785,126,https://gallica.bnf.fr/ark:/12148/btv1b10073773r,[46084],https://gallica.bnf.fr/iiif/ark:/12148/btv1b10073773r/manifest.json,ark:/12148/btv1b10073773r
46786,126,https://gallica.bnf.fr/ark:/12148/btv1b52500695k,[46085],https://gallica.bnf.fr/iiif/ark:/12148/btv1b52500695k/manifest.json,ark:/12148/btv1b52500695k
46787,126,https://gallica.bnf.fr/ark:/12148/btv1b10085444t,[46086],https://gallica.bnf.fr/iiif/ark:/12148/btv1b10085444t/manifest.json,ark:/12148/btv1b10085444t
46788,126,https://gallica.bnf.fr/ark:/12148/btv1b105409785,[46087],https://gallica.bnf.fr/iiif/ark:/12148/btv1b105409785/manifest.json,ark:/12148/btv1b105409785
46789,126,https://gallica.bnf.fr/ark:/12148/btv1b100891677,[46088],https://gallica.bnf.fr/iiif/ark:/12148/btv1b100891677/manifest.json,ark:/12148/btv1b100891677
46790,126,https://gallica.bnf.fr/ark:/12148/btv1b100738410,[46089],https://gallica.bnf.fr/iiif/ark:/12148/btv1b100738410/manifest.json,ark:/12148/btv1b100738410
46791,126,https://gallica.bnf.fr/ark:/12148/btv1b100863311,[46092],https://gallica.bnf.fr/iiif/ark:/12148/btv1b100863311/manifest.json,ark:/12148/btv1b100863311
46792,126,https://gallica.bnf.fr/ark:/12148/btv1b10089849z,[46094],https://gallica.bnf.fr/iiif/ark:/12148/btv1b10089849z/manifest.json,ark:/12148/btv1b10089849z
46793,126,https://gallica.bnf.fr/ark:/12148/btv1b9058891r,[45711],https://gallica.bnf.fr/iiif/ark:/12148/btv1b9058891r/manifest.json,ark:/12148/btv1b9058891r
46794,126,https://gallica.bnf.fr/ark:/12148/btv1b100900922,[46095],https://gallica.bnf.fr/iiif/ark:/12148/btv1b100900922/manifest.json,ark:/12148/btv1b100900922
46795,126,https://gallica.bnf.fr/ark:/12148/btv1b10089846m,[46096],https://gallica.bnf.fr/iiif/ark:/12148/btv1b10089846m/manifest.json,ark:/12148/btv1b10089846m
46796,126,https://gallica.bnf.fr/ark:/12148/btv1b100847096,[46097],https://gallica.bnf.fr/iiif/ark:/12148/btv1b100847096/manifest.json,ark:/12148/btv1b100847096
46797,126,https://gallica.bnf.fr/ark:/12148/btv1b530121530,[46098],https://gallica.bnf.fr/iiif/ark:/12148/btv1b530121530/manifest.json,ark:/12148/btv1b530121530
46798,126,https://gallica.bnf.fr/ark:/12148/btv1b100858321,[46099],https://gallica.bnf.fr/iiif/ark:/12148/btv1b100858321/manifest.json,ark:/12148/btv1b100858321
46799,126,https://gallica.bnf.fr/ark:/12148/btv1b6000417b,[46100],https://gallica.bnf.fr/iiif/ark:/12148/btv1b6000417b/manifest.json,ark:/12148/btv1b6000417b
46800,126,https://gallica.bnf.fr/ark:/12148/btv1b10090541f,[46103],https://gallica.bnf.fr/iiif/ark:/12148/btv1b10090541f/manifest.json,ark:/12148/btv1b10090541f
46801,126,https://gallica.bnf.fr/ark:/12148/btv1b100374066,[46104],https://gallica.bnf.fr/iiif/ark:/12148/btv1b100374066/manifest.json,ark:/12148/btv1b100374066
46802,126,https://gallica.bnf.fr/ark:/12148/btv1b52513424t,[46105],https://gallica.bnf.fr/iiif/ark:/12148/btv1b52513424t/manifest.json,ark:/12148/btv1b52513424t
46803,126,https://gallica.bnf.fr/ark:/12148/btv1b10036956t,[46106],https://gallica.bnf.fr/iiif/ark:/12148/btv1b10036956t/manifest.json,ark:/12148/btv1b10036956t
46804,126,https://gallica.bnf.fr/ark:/12148/btv1b10525133b,[45712],https://gallica.bnf.fr/iiif/ark:/12148/btv1b10525133b/manifest.json,ark:/12148/btv1b10525133b
46805,126,https://gallica.bnf.fr/ark:/12148/bpt6k8713300j,[46417],https://gallica.bnf.fr/iiif/ark:/12148/bpt6k8713300j/manifest.json,ark:/12148/bpt6k8713300j
46806,126,https://gallica.bnf.fr/ark:/12148/bpt6k850106d,[46418],https://gallica.bnf.fr/iiif/ark:/12148/bpt6k850106d/manifest.json,ark:/12148/bpt6k850106d
46807,126,https://gallica.bnf.fr/ark:/12148/bpt6k8713143m,[46419],https://gallica.bnf.fr/iiif/ark:/12148/bpt6k8713143m/manifest.json,ark:/12148/bpt6k8713143m
46808,126,https://gallica.bnf.fr/ark:/12148/btv1b6000093b,[46430],https://gallica.bnf.fr/iiif/ark:/12148/btv1b6000093b/manifest.json,ark:/12148/btv1b6000093b
46809,126,https://gallica.bnf.fr/ark:/12148/btv1b60000903,[46431],https://gallica.bnf.fr/iiif/ark:/12148/btv1b60000903/manifest.json,ark:/12148/btv1b60000903
46810,126,https://gallica.bnf.fr/ark:/12148/btv1b8492079j,[46500],https://gallica.bnf.fr/iiif/ark:/12148/btv1b8492079j/manifest.json,ark:/12148/btv1b8492079j
46811,126,https://gallica.bnf.fr/ark:/12148/btv1b84920784,[46501],https://gallica.bnf.fr/iiif/ark:/12148/btv1b84920784/manifest.json,ark:/12148/btv1b84920784
46812,126,https://gallica.bnf.fr/ark:/12148/btv1b8492077q,[46502],https://gallica.bnf.fr/iiif/ark:/12148/btv1b8492077q/manifest.json,ark:/12148/btv1b8492077q
46813,126,https://gallica.bnf.fr/ark:/12148/btv1b84920806,[46503],https://gallica.bnf.fr/iiif/ark:/12148/btv1b84920806/manifest.json,ark:/12148/btv1b84920806
46814,126,https://gallica.bnf.fr/ark:/12148/btv1b9009485k,[45715],https://gallica.bnf.fr/iiif/ark:/12148/btv1b9009485k/manifest.json,ark:/12148/btv1b9009485k
46815,126,https://gallica.bnf.fr/ark:/12148/btv1b90613662,[45716],https://gallica.bnf.fr/iiif/ark:/12148/btv1b90613662/manifest.json,ark:/12148/btv1b90613662
46816,126,https://gallica.bnf.fr/ark:/12148/btv1b550101223,[45649],https://gallica.bnf.fr/iiif/ark:/12148/btv1b550101223/manifest.json,ark:/12148/btv1b550101223
46817,126,https://gallica.bnf.fr/ark:/12148/btv1b9059209w,[45717],https://gallica.bnf.fr/iiif/ark:/12148/btv1b9059209w/manifest.json,ark:/12148/btv1b9059209w
46818,126,https://gallica.bnf.fr/ark:/12148/btv1b8454669r,[45718],https://gallica.bnf.fr/iiif/ark:/12148/btv1b8454669r/manifest.json,ark:/12148/btv1b8454669r
46819,126,https://gallica.bnf.fr/ark:/12148/btv1b9007199z,[45719],https://gallica.bnf.fr/iiif/ark:/12148/btv1b9007199z/manifest.json,ark:/12148/btv1b9007199z
46820,126,https://gallica.bnf.fr/ark:/12148/btv1b8447872k,[45720],https://gallica.bnf.fr/iiif/ark:/12148/btv1b8447872k/manifest.json,ark:/12148/btv1b8447872k
46821,126,https://gallica.bnf.fr/ark:/12148/btv1b52513419n,[45721],https://gallica.bnf.fr/iiif/ark:/12148/btv1b52513419n/manifest.json,ark:/12148/btv1b52513419n
46822,126,https://gallica.bnf.fr/ark:/12148/btv1b9061979r,[45722],https://gallica.bnf.fr/iiif/ark:/12148/btv1b9061979r/manifest.json,ark:/12148/btv1b9061979r
46823,126,https://gallica.bnf.fr/ark:/12148/btv1b9061978b,[45723],https://gallica.bnf.fr/iiif/ark:/12148/btv1b9061978b/manifest.json,ark:/12148/btv1b9061978b
46824,126,https://gallica.bnf.fr/ark:/12148/btv1b9059570v,[45724],https://gallica.bnf.fr/iiif/ark:/12148/btv1b9059570v/manifest.json,ark:/12148/btv1b9059570v
46825,126,https://gallica.bnf.fr/ark:/12148/btv1b9058945v,[45726],https://gallica.bnf.fr/iiif/ark:/12148/btv1b9058945v/manifest.json,ark:/12148/btv1b9058945v
46826,126,https://gallica.bnf.fr/ark:/12148/btv1b9058927x,[45727],https://gallica.bnf.fr/iiif/ark:/12148/btv1b9058927x/manifest.json,ark:/12148/btv1b9058927x
46827,126,https://gallica.bnf.fr/ark:/12148/btv1b55000505t,[45650],https://gallica.bnf.fr/iiif/ark:/12148/btv1b55000505t/manifest.json,ark:/12148/btv1b55000505t
46828,126,https://gallica.bnf.fr/ark:/12148/btv1b9063715r,[45728],https://gallica.bnf.fr/iiif/ark:/12148/btv1b9063715r/manifest.json,ark:/12148/btv1b9063715r
46829,126,https://gallica.bnf.fr/ark:/12148/btv1b9009473c,[45729],https://gallica.bnf.fr/iiif/ark:/12148/btv1b9009473c/manifest.json,ark:/12148/btv1b9009473c
46830,126,https://gallica.bnf.fr/ark:/12148/btv1b90637239,[45730],https://gallica.bnf.fr/iiif/ark:/12148/btv1b90637239/manifest.json,ark:/12148/btv1b90637239
46831,126,https://gallica.bnf.fr/ark:/12148/btv1b9063721g,[45731],https://gallica.bnf.fr/iiif/ark:/12148/btv1b9063721g/manifest.json,ark:/12148/btv1b9063721g
46832,126,https://gallica.bnf.fr/ark:/12148/btv1b90600214,[45732],https://gallica.bnf.fr/iiif/ark:/12148/btv1b90600214/manifest.json,ark:/12148/btv1b90600214
46833,126,https://gallica.bnf.fr/ark:/12148/btv1b6000109r,[45733],https://gallica.bnf.fr/iiif/ark:/12148/btv1b6000109r/manifest.json,ark:/12148/btv1b6000109r
46834,126,https://gallica.bnf.fr/ark:/12148/btv1b9059127g,[45734],https://gallica.bnf.fr/iiif/ark:/12148/btv1b9059127g/manifest.json,ark:/12148/btv1b9059127g
46835,126,https://gallica.bnf.fr/ark:/12148/btv1b105103171,[45737],https://gallica.bnf.fr/iiif/ark:/12148/btv1b105103171/manifest.json,ark:/12148/btv1b105103171
46836,126,https://gallica.bnf.fr/ark:/12148/btv1b9059217f,[45738],https://gallica.bnf.fr/iiif/ark:/12148/btv1b9059217f/manifest.json,ark:/12148/btv1b9059217f
46837,126,https://gallica.bnf.fr/ark:/12148/btv1b6000110d,[45739],https://gallica.bnf.fr/iiif/ark:/12148/btv1b6000110d/manifest.json,ark:/12148/btv1b6000110d
46838,126,https://gallica.bnf.fr/ark:/12148/btv1b10467112q,[45651],https://gallica.bnf.fr/iiif/ark:/12148/btv1b10467112q/manifest.json,ark:/12148/btv1b10467112q
46839,126,https://gallica.bnf.fr/ark:/12148/btv1b9065198k,[45740],https://gallica.bnf.fr/iiif/ark:/12148/btv1b9065198k/manifest.json,ark:/12148/btv1b9065198k
46840,126,https://gallica.bnf.fr/ark:/12148/btv1b90582018,[45741],https://gallica.bnf.fr/iiif/ark:/12148/btv1b90582018/manifest.json,ark:/12148/btv1b90582018
46841,126,https://gallica.bnf.fr/ark:/12148/btv1b9058183s,[45742],https://gallica.bnf.fr/iiif/ark:/12148/btv1b9058183s/manifest.json,ark:/12148/btv1b9058183s
46842,126,https://gallica.bnf.fr/ark:/12148/btv1b84272526,[45743],https://gallica.bnf.fr/iiif/ark:/12148/btv1b84272526/manifest.json,ark:/12148/btv1b84272526
46843,126,https://gallica.bnf.fr/ark:/12148/btv1b84525424,[45744],https://gallica.bnf.fr/iiif/ark:/12148/btv1b84525424/manifest.json,ark:/12148/btv1b84525424
46844,126,https://gallica.bnf.fr/ark:/12148/btv1b9007155s,[45745],https://gallica.bnf.fr/iiif/ark:/12148/btv1b9007155s/manifest.json,ark:/12148/btv1b9007155s
46845,126,https://gallica.bnf.fr/ark:/12148/btv1b9060553t,[45746],https://gallica.bnf.fr/iiif/ark:/12148/btv1b9060553t/manifest.json,ark:/12148/btv1b9060553t
46846,126,https://gallica.bnf.fr/ark:/12148/btv1b52519426s,[45748],https://gallica.bnf.fr/iiif/ark:/12148/btv1b52519426s/manifest.json,ark:/12148/btv1b52519426s
46847,126,https://gallica.bnf.fr/ark:/12148/btv1b10544596z,[45749],https://gallica.bnf.fr/iiif/ark:/12148/btv1b10544596z/manifest.json,ark:/12148/btv1b10544596z
46848,126,https://gallica.bnf.fr/ark:/12148/btv1b6000083z,[45750],https://gallica.bnf.fr/iiif/ark:/12148/btv1b6000083z/manifest.json,ark:/12148/btv1b6000083z
46849,126,https://gallica.bnf.fr/ark:/12148/btv1b525095474,[45653],https://gallica.bnf.fr/iiif/ark:/12148/btv1b525095474/manifest.json,ark:/12148/btv1b525095474
46850,126,https://gallica.bnf.fr/ark:/12148/btv1b9059380j,[45751],https://gallica.bnf.fr/iiif/ark:/12148/btv1b9059380j/manifest.json,ark:/12148/btv1b9059380j
46851,126,https://gallica.bnf.fr/ark:/12148/btv1b9009670t,[45752],https://gallica.bnf.fr/iiif/ark:/12148/btv1b9009670t/manifest.json,ark:/12148/btv1b9009670t
46852,126,https://gallica.bnf.fr/ark:/12148/btv1b53000323h,[45754],https://gallica.bnf.fr/iiif/ark:/12148/btv1b53000323h/manifest.json,ark:/12148/btv1b53000323h
46853,126,https://gallica.bnf.fr/ark:/12148/btv1b525130980,[45755],https://gallica.bnf.fr/iiif/ark:/12148/btv1b525130980/manifest.json,ark:/12148/btv1b525130980
46854,126,https://gallica.bnf.fr/ark:/12148/btv1b100327807,[45756],https://gallica.bnf.fr/iiif/ark:/12148/btv1b100327807/manifest.json,ark:/12148/btv1b100327807
46855,126,https://gallica.bnf.fr/ark:/12148/btv1b8415202d,[45757],https://gallica.bnf.fr/iiif/ark:/12148/btv1b8415202d/manifest.json,ark:/12148/btv1b8415202d
46856,126,https://gallica.bnf.fr/ark:/12148/btv1b90596595,[45759],https://gallica.bnf.fr/iiif/ark:/12148/btv1b90596595/manifest.json,ark:/12148/btv1b90596595
46857,126,https://gallica.bnf.fr/ark:/12148/btv1b52502912r,[45760],https://gallica.bnf.fr/iiif/ark:/12148/btv1b52502912r/manifest.json,ark:/12148/btv1b52502912r
46858,126,https://gallica.bnf.fr/ark:/12148/btv1b90613506,[45761],https://gallica.bnf.fr/iiif/ark:/12148/btv1b90613506/manifest.json,ark:/12148/btv1b90613506
46859,126,https://gallica.bnf.fr/ark:/12148/btv1b9060717n,[45762],https://gallica.bnf.fr/iiif/ark:/12148/btv1b9060717n/manifest.json,ark:/12148/btv1b9060717n
46860,126,https://gallica.bnf.fr/ark:/12148/btv1b55013310k,[45654],https://gallica.bnf.fr/iiif/ark:/12148/btv1b55013310k/manifest.json,ark:/12148/btv1b55013310k
46861,126,https://gallica.bnf.fr/ark:/12148/btv1b9058133w,[45763],https://gallica.bnf.fr/iiif/ark:/12148/btv1b9058133w/manifest.json,ark:/12148/btv1b9058133w
46862,126,https://gallica.bnf.fr/ark:/12148/btv1b90581349,[45764],https://gallica.bnf.fr/iiif/ark:/12148/btv1b90581349/manifest.json,ark:/12148/btv1b90581349
46863,126,https://gallica.bnf.fr/ark:/12148/btv1b9062154g,[45765],https://gallica.bnf.fr/iiif/ark:/12148/btv1b9062154g/manifest.json,ark:/12148/btv1b9062154g
46864,126,https://gallica.bnf.fr/ark:/12148/btv1b9058097g,[45766],https://gallica.bnf.fr/iiif/ark:/12148/btv1b9058097g/manifest.json,ark:/12148/btv1b9058097g
46865,126,https://gallica.bnf.fr/ark:/12148/btv1b84478767,[45767],https://gallica.bnf.fr/iiif/ark:/12148/btv1b84478767/manifest.json,ark:/12148/btv1b84478767
46866,126,https://gallica.bnf.fr/ark:/12148/btv1b9059284v,[45768],https://gallica.bnf.fr/iiif/ark:/12148/btv1b9059284v/manifest.json,ark:/12148/btv1b9059284v
46867,126,https://gallica.bnf.fr/ark:/12148/btv1b90631430,[45770],https://gallica.bnf.fr/iiif/ark:/12148/btv1b90631430/manifest.json,ark:/12148/btv1b90631430
46868,126,https://gallica.bnf.fr/ark:/12148/btv1b90639690,[45771],https://gallica.bnf.fr/iiif/ark:/12148/btv1b90639690/manifest.json,ark:/12148/btv1b90639690
46869,126,https://gallica.bnf.fr/ark:/12148/btv1b90637521,[45772],https://gallica.bnf.fr/iiif/ark:/12148/btv1b90637521/manifest.json,ark:/12148/btv1b90637521
46870,126,https://gallica.bnf.fr/ark:/12148/btv1b90637165,[45773],https://gallica.bnf.fr/iiif/ark:/12148/btv1b90637165/manifest.json,ark:/12148/btv1b90637165
46871,126,https://gallica.bnf.fr/ark:/12148/btv1b52505340v,[45657],https://gallica.bnf.fr/iiif/ark:/12148/btv1b52505340v/manifest.json,ark:/12148/btv1b52505340v
46872,126,https://gallica.bnf.fr/ark:/12148/btv1b90592784,[45774],https://gallica.bnf.fr/iiif/ark:/12148/btv1b90592784/manifest.json,ark:/12148/btv1b90592784
46873,126,https://gallica.bnf.fr/ark:/12148/btv1b84516032,[45775],https://gallica.bnf.fr/iiif/ark:/12148/btv1b84516032/manifest.json,ark:/12148/btv1b84516032
46874,126,https://gallica.bnf.fr/ark:/12148/btv1b10509662s,[45776],https://gallica.bnf.fr/iiif/ark:/12148/btv1b10509662s/manifest.json,ark:/12148/btv1b10509662s
46875,126,https://gallica.bnf.fr/ark:/12148/btv1b105201147,[45777],https://gallica.bnf.fr/iiif/ark:/12148/btv1b105201147/manifest.json,ark:/12148/btv1b105201147
46876,126,https://gallica.bnf.fr/ark:/12148/btv1b9058956n,[45778],https://gallica.bnf.fr/iiif/ark:/12148/btv1b9058956n/manifest.json,ark:/12148/btv1b9058956n
46877,126,https://gallica.bnf.fr/ark:/12148/btv1b90581846,[45779],https://gallica.bnf.fr/iiif/ark:/12148/btv1b90581846/manifest.json,ark:/12148/btv1b90581846
46878,126,https://gallica.bnf.fr/ark:/12148/btv1b9006863f,[45781],https://gallica.bnf.fr/iiif/ark:/12148/btv1b9006863f/manifest.json,ark:/12148/btv1b9006863f
46879,126,https://gallica.bnf.fr/ark:/12148/btv1b9060721j,[45782],https://gallica.bnf.fr/iiif/ark:/12148/btv1b9060721j/manifest.json,ark:/12148/btv1b9060721j
46880,126,https://gallica.bnf.fr/ark:/12148/btv1b90591121,[45783],https://gallica.bnf.fr/iiif/ark:/12148/btv1b90591121/manifest.json,ark:/12148/btv1b90591121
46881,126,https://gallica.bnf.fr/ark:/12148/btv1b10029497r,[45784],https://gallica.bnf.fr/iiif/ark:/12148/btv1b10029497r/manifest.json,ark:/12148/btv1b10029497r
47372,126,https://digitalcollections.universiteitleiden.nl/view/item/1595077,[47370],https://digitalcollections.universiteitleiden.nl/view/item/1595077#page/2/mode/1up,
47398,126,"https://belgica.kbr.be/BELGICA/search.aspx#/Detail/(query:(Id:'3_OFFSET_0',Index:4,NBResults:12,PageRange:3,SearchQuery:(CloudTerms:!(),FacetFilter:%7B%7D,ForceSearch:!t,InitialSearch:!f,Page:0,PageRange:3,QueryGuid:bbf45249-0ccc-4523-913b-f855bbebd962,QueryString:limborch,ResultSize:100,ScenarioCode:GALERIE,ScenarioDisplayMode:display-vignet,SearchGridFieldsShownOnResultsDTO:!(),SearchLabel:'',SearchTerms:limborch,SortField:!n,SortOrder:0,TemplateParams:(Scenario:'',Scope:BELGICA,Size:!n,Source:'',Support:'',UseCompact:!f),UseSpellChecking:!n)))",[47395],,
47410,126,"https://belgica.kbr.be/BELGICA/search.aspx#/Detail/(query:(Id:'2_OFFSET_0',Index:3,NBResults:12,PageRange:3,SearchQuery:(CloudTerms:!(),FacetFilter:%7B%7D,ForceSearch:!t,InitialSearch:!f,Page:0,PageRange:3,QueryGuid:'4f2ab816-099a-4546-841a-8c84991e3abb',QueryString:limborch,ResultSize:100,ScenarioCode:GALERIE,ScenarioDisplayMode:display-vignet,SearchGridFieldsShownOnResultsDTO:!(),SearchLabel:'',SearchTerms:limborch,SortField:!n,SortOrder:0,TemplateParams:(Scenario:'',Scope:BELGICA,Size:!n,Source:'',Support:'',UseCompact:!f),UseSpellChecking:!n)))",[47409],,
47424,126,"https://belgica.kbr.be/BELGICA/search.aspx#/Detail/(query:(Id:'1_OFFSET_0',Index:2,NBResults:12,PageRange:3,SearchQuery:(CloudTerms:!(),FacetFilter:%7B%7D,ForceSearch:!t,InitialSearch:!f,Page:0,PageRange:3,QueryGuid:aaffd88d-3c3b-4dd0-997d-d6a1021e814f,QueryString:limborch,ResultSize:100,ScenarioCode:GALERIE,ScenarioDisplayMode:display-vignet,SearchGridFieldsShownOnResultsDTO:!(),SearchLabel:'',SearchTerms:limborch,SortField:!n,SortOrder:0,TemplateParams:(Scenario:'',Scope:BELGICA,Size:!n,Source:'',Support:'',UseCompact:!f),UseSpellChecking:!n)))",[47423],,
47477,126,https://lib.ugent.be/en/catalog/rug01:000990042?i=0&q=alexanders+geesten,[47476],https://adore.ugent.be/IIIF/manifests/archive.ugent.be%3A80F9C456-064B-11EF-AEEF-B6114C897CD7,
47499,126,"https://opacplus.bsb-muenchen.de/discovery/fulldisplay?docid=alma991048291329707356&context=L&vid=49BVB_BSB:VU1&lang=de&search_scope=MyInst_and_CI&adaptor=Local%20Search%20Engine&tab=Everything&query=any,contains,alexanders%20geesten&facet=rtype,include,books&offset=0",[47498],"https://www.digitale-sammlungen.de/en/view/bsb00089993?page=,1",
47508,126,https://digitalcollections.universiteitleiden.nl/view/item/375576?solr_nav%5Bid%5D=7c00fd1833b620eff87d&solr_nav%5Bpage%5D=0&solr_nav%5Boffset%5D=0#page/1/mode/1up,[47504],https://digitalcollections.universiteitleiden.nl/iiif_manifest/item%3A375576/manifest,
47519,126,https://digital.onb.ac.at/RepViewer/viewer.faces?doc=DOD_64538&order=1&view=SINGLE,[47518],,
47531,126,https://lib.ugent.be/en/catalog/rug01:000839810,[47530],,
47564,126,https://digitalcollections.universiteitleiden.nl/view/item/3443228?solr_nav%5Bid%5D=36357ac68dda576705af&solr_nav%5Bpage%5D=0&solr_nav%5Boffset%5D=2#page/1/mode/1up,[47563],https://iiifviewer.universiteitleiden.nl/?manifest=https%3A//digitalcollections.universiteitleiden.nl/iiif_manifest/item%253A3443228/manifest,
47568,126,https://digitalcollections.universiteitleiden.nl/view/item/3443224?solr_nav%5Bid%5D=36357ac68dda576705af&solr_nav%5Bpage%5D=0&solr_nav%5Boffset%5D=1#page/1/mode/1up,[47567],https://iiifviewer.universiteitleiden.nl/?manifest=https%3A//digitalcollections.universiteitleiden.nl/iiif_manifest/item%253A3443224/manifest,
47574,126,https://dlib.gnm.de/item/Hs42584,[47573],,
47576,126,https://digitalcollections.universiteitleiden.nl/view/item/3443235?solr_nav%5Bid%5D=36357ac68dda576705af&solr_nav%5Bpage%5D=0&solr_nav%5Boffset%5D=0#page/1/mode/1up,[47575],https://iiifviewer.universiteitleiden.nl/?manifest=https%3A//digitalcollections.universiteitleiden.nl/iiif_manifest/item%253A3443235/manifest,
47600,126,https://digi.vatlib.it/view/MSS_Pal.lat.1971,"[47598, 47596, 47599, 45902]",https://digi.vatlib.it/iiif/MSS_Pal.lat.1971/manifest.json,
47623,126,https://gallica.bnf.fr/ark:/12148/btv1b10091575t/f2.item,[47622],,
47648,126,https://uurl.kbr.be/1737555,[47647],,
47654,126,https://objects.library.uu.nl/reader/index.php?obj=1874-334865&lan=nl,[47653],https://objects.library.uu.nl/reader/iiif_info.php?obj=1874-334865&lan=nl&pagenum=1,
47659,126,https://digitalcollections.universiteitleiden.nl/view/item/3445683,[47658],https://iiifviewer.universiteitleiden.nl/?manifest=https%3A//digitalcollections.universiteitleiden.nl/iiif_manifest/item%253A3445683/manifest,
47690,126,https://gallica.bnf.fr/ark:/12148/btv1b10077333z/f2.item,[47689],https://gallica.bnf.fr/view3if/ga/ark:/12148/btv1b10077333z,
47728,126,"https://opac.kbr.be/Library/search.aspx?SC=KBR_UNIFIED&QUERY=troyen&_lg=nl-BE#/Detail/(query:(Id:'position:%20SOLR/DEFA-000007_OFFSET_0',Index:13,NBResults:571,PageRange:3,SearchQuery:(FacetFilter:%7B%7D,ForceSearch:!f,InitialSearch:!f,Page:0,PageRange:3,QueryGuid:c3bef684-446d-4dcf-ab71-05dabe38ac83,QueryString:troyen,ResultSize:50,ScenarioCode:KBR_UNIFIED,ScenarioDisplayMode:display-standard,SearchGridFieldsShownOnResultsDTO:!(),SearchLabel:'',SearchTerms:troyen,SessionGuid:'9caf6bfd-7180-4c31-ad72-faa5f2b03333',SortField:!n,SortOrder:0,TemplateParams:(Scenario:'',Scope:Library,Size:!n,Source:'',Support:'',UseCompact:!f),UseSpellChecking:!n)))",[47724],,
47751,126,https://lib.ugent.be/viewer/archive.ugent.be%3A6D2C0F04-015A-11E2-A5C9-D1460D0ED9C1#?cv=&xywh=-2044%2C-208%2C6910%2C4143,[47750],,
47761,126,https://lib.ugent.be/viewer/archive.ugent.be%3A66FF501E-015A-11E2-A5C9-D1460D0ED9C1#?cv=&xywh=-2177%2C-247%2C8233%2C4936,[47760],,
47776,126,https://lib.ugent.be/viewer/archive.ugent.be%3AF9B1F716-43C4-11E2-BADE-1FF5D9426DF0#?cv=&xywh=-2401%2C-244%2C8112%2C4864,[47774],,
47784,126,https://galerij.kb.nl/kb.html#/nl/lancelot/page/3/zoom/3/lat/2.1088986592431382%E2%80%A6,[47782],,
47791,126,https://lib.ugent.be/viewer/archive.ugent.be%3A6A8CD2DA-064B-11EF-8486-F351ED30B672#?cv=&xywh=-763%2C-288%2C9599%2C5755,[47790],,
47905,126,https://digitalcollections.universiteitleiden.nl/view/item/3443205?solr_nav%5Bid%5D=bdb04fd15d2c3f569e59&solr_nav%5Bpage%5D=0&solr_nav%5Boffset%5D=2#page/1/mode/1up,[47904],https://iiifviewer.universiteitleiden.nl/?manifest=https%3A//digitalcollections.universiteitleiden.nl/iiif_manifest/item%253A3443205/manifest,
47911,126,"https://opac.kbr.be/Library/search.aspx?SC=KBR_UNIFIED&QUERY=beerte&_lg=nl-BE#/Detail/(query:(Id:'position:%20SOLR/DEFA-000001_OFFSET_0',Index:1,NBResults:185,PageRange:3,SearchQuery:(FacetFilter:%7B%7D,ForceSearch:!f,InitialSearch:!f,Page:0,PageRange:3,QueryGuid:'26e29623-1165-429a-a506-55b05b97d50e',QueryString:beerte,ResultSize:50,ScenarioCode:KBR_UNIFIED,ScenarioDisplayMode:display-standard,SearchGridFieldsShownOnResultsDTO:!(),SearchLabel:'',SearchTerms:beerte,SessionGuid:'4161f008-cab8-45a4-8b97-9526f994f545',SortField:!n,SortOrder:0,TemplateParams:(Scenario:'',Scope:Library,Size:!n,Source:'',Support:'',UseCompact:!f),UseSpellChecking:!n)))",[47910],,
47932,126,https://lib.ugent.be/viewer/archive.ugent.be%3A2F1EF0AC-6564-11EF-85B4-899C9D418CBA#?cv=&xywh=-1908%2C-293%2C9767%2C5856,[47931],,
48034,126,https://lib.ugent.be/viewer/archive.ugent.be%3A54E56D98-064B-11EF-9865-8A76E60A3B71#?cv=&xywh=-1%2C-412%2C4488%2C2513,[48033],,
48122,126,https://digitalcollections.universiteitleiden.nl/view/item/376813?solr_nav%5Bid%5D=56059c0999e3e8d53507&solr_nav%5Bpage%5D=0&solr_nav%5Boffset%5D=0#page/1/mode/1up,[48121],,
48133,126,https://gallica.bnf.fr/ark:/12148/btv1b100378950,[48132],,
48151,126,https://digitalcollections.universiteitleiden.nl/view/item/3443217?solr_nav%5Bid%5D=a945c8c98458011924db&solr_nav%5Bpage%5D=0&solr_nav%5Boffset%5D=0#page/1/mode/1up,[48150],,
