H-ID,type_id,URI,digitization_of H-ID,IIIF,ARK
48155,126,https://lib.ugent.be/viewer/archive.ugent.be%3A54FB76EC-064B-11EF-93DD-FAF97111E4B8#?cv=&xywh=-2162%2C-168%2C5596%2C3355,[48154],,
48208,126,https://digitalcollections.universiteitleiden.nl/view/item/3443210?solr_nav%5Bid%5D=9575bc21d0e28369f8b2&solr_nav%5Bpage%5D=0&solr_nav%5Boffset%5D=0#page/1/mode/1up,[48207],,
48250,126,"https://opac.kbr.be/Library/search.aspx?SC=KBR_UNIFIED&QUERY=II+572&_lg=nl-BE#/Detail/(query:(Id:'position:%20SOLR/DEFA-000001_OFFSET_0',Index:1,NBResults:52,PageRange:3,SearchQuery:(CloudTerms:!(),FacetFilter:%7B%7D,ForceSearch:!f,InitialSearch:!f,Page:0,PageRange:3,QueryGuid:'2a290e20-ef1d-4152-903d-78a66306accc',QueryString:perchevael,ResultSize:50,ScenarioCode:KBR_UNIFIED,ScenarioDisplayMode:display-standard,SearchGridFieldsShownOnResultsDTO:!(),SearchLabel:'',SearchTerms:perchevael,SessionGuid:'34df968b-af50-43ad-92bc-8cfcd79602e9',SortField:!n,SortOrder:0,TemplateParams:(Scenario:'',Scope:Library,Size:!n,Source:'',Support:'',UseCompact:!f),UseSpellChecking:!n)))",[48249],,
48264,126,"https://opac.kbr.be/Library/search.aspx?SC=KBR_UNIFIED&QUERY=II+572&_lg=nl-BE#/Detail/(query:(Id:'position:%20SOLR/DEFA-000001_OFFSET_0',Index:1,NBResults:12,PageRange:3,SearchQuery:(CloudTerms:!(),FacetFilter:'%7B%22_842%22:%22Handschrift%22%7D',ForceSearch:!f,InitialSearch:!f,Page:0,PageRange:3,QueryGuid:'7bfad78b-dac0-4fcc-b54c-aaa2030115c6',QueryString:'IV%20636,4',ResultSize:50,ScenarioCode:KBR_UNIFIED,ScenarioDisplayMode:display-standard,SearchGridFieldsShownOnResultsDTO:!(),SearchLabel:'',SearchTerms:'IV%20636%204',SessionGuid:de9bb8e1-6e7b-459d-bea3-bc9c8c0edf59,SortField:!n,SortOrder:0,TemplateParams:(Scenario:'',Scope:Library,Size:!n,Source:'',Support:'',UseCompact:!f),UseSpellChecking:!n)))",[48261],,
48272,126,"https://opac.kbr.be/Library/search.aspx?SC=KBR_UNIFIED&QUERY=II+572&_lg=nl-BE#/Detail/(query:(Id:'position:%20SOLR/DEFA-000001_OFFSET_0',Index:1,NBResults:1,PageRange:3,SearchQuery:(CloudTerms:!(),FacetFilter:'%7B%22_842%22:%22Handschrift%22%7D',ForceSearch:!f,InitialSearch:!f,Page:0,PageRange:3,QueryGuid:'2d277002-dc6f-4e17-a934-b0c18d6f9a0d',QueryString:'IV%20818',ResultSize:50,ScenarioCode:KBR_UNIFIED,ScenarioDisplayMode:display-standard,SearchGridFieldsShownOnResultsDTO:!(),SearchLabel:'',SearchTerms:'IV%20818',SessionGuid:'816c9f83-dd8e-4728-a982-4451febaca8d',SortField:!n,SortOrder:0,TemplateParams:(Scenario:'',Scope:Library,Size:!n,Source:'',Support:'',UseCompact:!f),UseSpellChecking:!n)))",[48271],,
48311,126,https://digitalcollections.universiteitleiden.nl/view/item/760243?solr_nav%5Bid%5D=7635af6b8e7a241ece2a&solr_nav%5Bpage%5D=0&solr_nav%5Boffset%5D=0#page/1/mode/1up,[48310],,
48323,126,https://lib.ugent.be/viewer/archive.ugent.be%3A554AE9DE-064B-11EF-B76D-ADDAEE584B08#?cv=&xywh=-5410%2C-366%2C12195%2C7312,[48322],,
48349,126,https://lib.ugent.be/viewer/archive.ugent.be%3A74BD89FC-064B-11EF-A567-A70BD9B6BF18#?cv=&xywh=-212%2C-247%2C4224%2C2418,[48348],,
48355,126,https://digitalcollections.universiteitleiden.nl/view/item/1679726?solr_nav%5Bid%5D=c91c94bac377d3550987&solr_nav%5Bpage%5D=0&solr_nav%5Boffset%5D=0#page/1/mode/1up,[48354],,
48784,126,https://digital.bodleian.ox.ac.uk/objects/ae9f6cca-ae5c-4149-8fe4-95e6eca1f73c/,[48781],,
48793,126,https://cudl.lib.cam.ac.uk/view/MS-FF-00001-00006/1,[48792],,
