H-ID,type_id,is_manifestation_of H-ID,observed_on_pages H-ID,last_observed_in_doc H-ID,is_unobserved,is_unobserved TRM-ID,claim_freetext,used_to_follow_fragment H-ID,used_to_follow_witness H-ID,preferred_siglum,alternative_sigla,status_witness,status_witness TRM-ID,status_notes,is_excerpt,is_excerpt TRM-ID,regional_writing_style H-ID,scripta_freetext,date_of_creation,date_of_creation_certainty,date_of_creation_certainty TRM-ID,date_of_creation_source,date_freetext,scribe H-ID,number_of_hands,scribe_note,place_of_creation H-ID,place_of_creation_source,described_by_source H-ID,described_at_URL,reference_notes,review_status,review_status TRM-ID,review_note
48089,105,48085.0,[48090],,No,9483,,,,H46,[],fragmentary,9544,,No,9483,46312.0,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1311-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1335-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': central, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1311-01-01 00:00:00, 'estMaxDate': 1335-12-31 00:00:00}",2. Probable (33%-66%),9763.0,"Klein (1995), p. 14.",'c.1320-1325',[],,,[],,[47483],"[https://opac.kbr.be/Library/search.aspx?SC=KBR_UNIFIED&QUERY=huge+van+bordeeus&_lg=nl-BE#/Detail/(query:(Id:'position:%20SOLR/DEFA-000002_OFFSET_0',Index:4,NBResults:165,PageRange:3,SearchQuery:(CloudTerms:!(),FacetFilter:%7B%7D,ForceSearch:!f,InitialSearch:!f,Page:0,PageRange:3,QueryGuid:d95e0237-4ee8-4402-97d2-9d9878a30115,QueryString:'roman%20van%20lancelot',ResultSize:50,ScenarioCode:KBR_UNIFIED,ScenarioDisplayMode:display-standard,SearchGridFieldsShownOnResultsDTO:!(),SearchLabel:'',SearchTerms:'roman%20van%20lancelot',SessionGuid:'097e85d8-d2cf-4660-a1e7-493cd179a3b9',SortField:!n,SortOrder:0,TemplateParams:(Scenario:'',Scope:Library,Size:!n,Source:'',Support:'',UseCompact:!f),UseSpellChecking:!n)))]",,Action required,9697,Check.
48094,105,48085.0,[48095],,No,9483,,,,H47,[],fragmentary,9544,,No,9483,46312.0,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1311-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1335-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': central, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1311-01-01 00:00:00, 'estMaxDate': 1335-12-31 00:00:00}",2. Probable (33%-66%),9763.0,"Klein (1995), p. 14.",'c.1320-1325',[],,,[],,[47483],[],,Action required,9697,url
48102,105,48097.0,"[48103, 48105, 48106, 48107]",,No,9483,,,,H48,[],fragmentary,9544,,No,9483,46305.0,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1316-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1360-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': central, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1316-01-01 00:00:00, 'estMaxDate': 1360-12-31 00:00:00}",2. Probable (33%-66%),9763.0,"Klein (1995), p. 14.",'XIVb',[],,,[],,[47483],[https://www.handschriftencensus.de/18433],,Action required,9697,Check
48111,105,48109.0,[48112],,No,9483,,,,H57,[],fragmentary,9544,,No,9483,47357.0,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1291-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1510-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': central, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1291-01-01 00:00:00, 'estMaxDate': 1510-12-31 00:00:00}",2. Probable (33%-66%),9763.0,"Klein (1995), p. 16.",'XIV/XV',[],,,[],,[47483],[],,Action required,9697,url
48117,105,48114.0,"[48118, 48120]",,No,9483,,,,H59,[],fragmentary,9544,,No,9483,46312.0,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1291-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1335-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': slowStart, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1291-01-01 00:00:00, 'estMaxDate': 1335-12-31 00:00:00}",2. Probable (33%-66%),9763.0,"Klein (1995), p. 14.",'≤ 1325',[],,,[],,[47483],[https://www.handschriftencensus.de/20264],,Action required,9697,Check
48123,105,48114.0,[48124],,No,9483,,,,H60,[],fragmentary,9544,,No,9483,46312.0,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1316-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1360-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': slowStart, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1316-01-01 00:00:00, 'estMaxDate': 1360-12-31 00:00:00}",2. Probable (33%-66%),9763.0,"Klein (1995), p. 15.",'≤ 1350',[],,,[],,[47483],[https://digitalcollections.universiteitleiden.nl/view/item/376813?solr_nav%5Bid%5D=56059c0999e3e8d53507&solr_nav%5Bpage%5D=0&solr_nav%5Boffset%5D=0#page/1/mode/1up],,Action required,9697,Check
48138,105,48126.0,"[48139, 48141, 48142, 48143, 48144, 48145, 48146, 48147, 48148]",,No,9483,,,,H58,[],fragmentary,9544,,No,9483,46312.0,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1316-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1360-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': central, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1316-01-01 00:00:00, 'estMaxDate': 1360-12-31 00:00:00}",2. Probable (33%-66%),9763.0,"Klein (1995), p. 14.",'XIVb',[],,,[],,[47483],[https://www.handschriftencensus.de/9024],,Action required,9697,Check
48157,105,46316.0,"[48158, 48160]",,No,9483,,,,H62,[],fragmentary,9544,,No,9483,,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1316-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1360-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': slowStart, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1316-01-01 00:00:00, 'estMaxDate': 1360-12-31 00:00:00}",2. Probable (33%-66%),9763.0,"Klein (1995), p. 15.",'≤ 1350',[],,,[],,[47483],[https://lib.ugent.be/nl/catalog/rug01:000990088?i=21&q=1648&type=manuscript],,Action required,9697,Check
48164,105,48161.0,[48165],,No,9483,,,,Hs. 53,[],complete,9545,,No,9483,48048.0,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1413-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1432-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': central, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1413-01-01 00:00:00, 'estMaxDate': 1432-12-31 00:00:00}",2. Probable (33%-66%),9763.0,"Klein (1995), p. 16.",'c.1422',[],,,[],,[47483],[],,Action required,9697,url?
48167,105,48161.0,[48168],,No,9483,,,,H73,[],fragmentary,9544,,No,9483,46312.0,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1291-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1335-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': central, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1291-01-01 00:00:00, 'estMaxDate': 1335-12-31 00:00:00}",2. Probable (33%-66%),9763.0,"Klein (1995), p. 14.",'XIVb',[],,,[],,[47483],[https://www.handschriftencensus.de/23917],,Action required,9697,Check
48172,105,48161.0,[48173],,No,9483,,,,H74,[],fragmentary,9544,,No,9483,46312.0,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1316-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1360-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': slowStart, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1316-01-01 00:00:00, 'estMaxDate': 1360-12-31 00:00:00}",2. Probable (33%-66%),9763.0,"Klein (1995), p. 15.",'< 1350',[],,,[],,[47483],[],,Action required,9697,url?
48176,105,48161.0,[48177],,No,9483,,,,H75,[],fragmentary,9544,,No,9483,,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1326-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1360-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': slowFinish, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1326-01-01 00:00:00, 'estMaxDate': 1360-12-31 00:00:00}",2. Probable (33%-66%),9763.0,"Klein (1995), p. 14.",'≥ 1326',[],,,[],,[47483],[https://www.handschriftencensus.de/23918],,Action required,9697,Check
48180,105,48179.0,[48181],,No,9483,,,,LC,[],complete,9545,,No,9483,46312.0,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1311-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1335-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': central, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1311-01-01 00:00:00, 'estMaxDate': 1335-12-31 00:00:00}",2. Probable (33%-66%),9763.0,"Klein (1995), p. 14.",'c.1320-1325',[],,,[],,[47483],[https://www.kb.nl/ontdekken-bewonderen/topstukken/lancelotcompilatie],,Action required,9697,Check
48183,105,48179.0,[48184],,No,9483,,,,H76,[],fragmentary,9544,,No,9483,46305.0,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1316-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1335-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': central, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1316-01-01 00:00:00, 'estMaxDate': 1335-12-31 00:00:00}",2. Probable (33%-66%),9763.0,"Klein (1995), p. 15.",'c.1325',[],,,[],,[47483],"[https://opac.kbr.be/Library/search.aspx?SC=KBR_UNIFIED&QUERY=Moriaen&_lg=nl-BE#/Detail/(query:(Id:'position:%20SOLR/DEFA-000007_OFFSET_0',Index:10,NBResults:184,PageRange:3,SearchQuery:(FacetFilter:%7B%7D,ForceSearch:!f,InitialSearch:!f,Page:0,PageRange:3,QueryGuid:'27d88d51-68d2-4a48-bd05-9377265154a4',QueryString:Moriaen,ResultSize:50,ScenarioCode:KBR_UNIFIED,ScenarioDisplayMode:display-standard,SearchGridFieldsShownOnResultsDTO:!(),SearchLabel:'',SearchTerms:Moriaen,SessionGuid:'75beb923-1724-4b2b-be58-fe6853fb555b',SortField:!n,SortOrder:0,TemplateParams:(Scenario:'',Scope:Library,Size:!n,Source:'',Support:'',UseCompact:!f),UseSpellChecking:!n)))]",,Action required,9697,Check
48188,105,48186.0,[48189],,No,9483,,,,H77,[],fragmentary,9544,,No,9483,46312.0,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1291-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1310-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': central, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1291-01-01 00:00:00, 'estMaxDate': 1310-12-31 00:00:00}",2. Probable (33%-66%),9763.0,"Klein (1995), p. 13.",'c.1300',[],,,[],,[47483],[],,Action required,9697,url
48193,105,47283.0,"[48194, 48196]",,No,9483,,,,H80,[],fragmentary,9544,,No,9483,46305.0,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1316-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1385-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': central, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1316-01-01 00:00:00, 'estMaxDate': 1385-12-31 00:00:00}",2. Probable (33%-66%),9763.0,"Klein (1995), p. 15.",'XIVm',[],,,[],,[47483],[https://www.handschriftencensus.de/9435],,Action required,9697,Check
48201,105,48197.0,"[48202, 48204, 48205]",,No,9483,,,,H81,[],fragmentary,9544,,No,9483,46305.0,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1266-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1310-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': central, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1266-01-01 00:00:00, 'estMaxDate': 1310-12-31 00:00:00}",2. Probable (33%-66%),9763.0,"Klein (1995), p. 13.",'XIIId',[],,,[],,[47483],[https://www.handschriftencensus.de/8729],,Action required,9697,Check
48210,105,48197.0,"[48211, 48213, 48214]",,No,9483,,,,H82,[],defective,9546,,No,9483,46305.0,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1366-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1410-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': central, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1366-01-01 00:00:00, 'estMaxDate': 1410-12-31 00:00:00}",2. Probable (33%-66%),9763.0,"Klein (1995), p. 16.",'XIVd',[],,,[],,[47483],[https://www.handschriftencensus.de/24630],,Action required,9697,Check
48218,105,48197.0,"[48219, 48221, 48222]",,No,9483,,,,H83,[],fragmentary,9544,,No,9483,46305.0,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1291-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1335-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': slowStart, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1291-01-01 00:00:00, 'estMaxDate': 1335-12-31 00:00:00}",2. Probable (33%-66%),9763.0,"Klein (1995), p. 14.",'< 1325',[],,,[],,[47483],[https://www.handschriftencensus.de/15397],,Action required,9697,Check
48224,105,48197.0,[48225],,No,9483,,,,H84,[],fragmentary,9544,,No,9483,46305.0,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1341-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1360-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': central, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1341-01-01 00:00:00, 'estMaxDate': 1360-12-31 00:00:00}",2. Probable (33%-66%),9763.0,"Klein (1995), p. 15.",'c.1350',[],,,[],,[47483],[https://www.handschriftencensus.de/23980],,Action required,9697,Check
48228,105,48197.0,[48229],,No,9483,,,,H85,[],fragmentary,9544,,No,9483,46305.0,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1366-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1410-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': central, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1366-01-01 00:00:00, 'estMaxDate': 1410-12-31 00:00:00}",2. Probable (33%-66%),9763.0,"Klein (1995), p. 16.",'XIVd',[],,,[],,[47483],[https://www.handschriftencensus.de/24631],,Action required,9697,Check
48233,105,48197.0,"[48234, 48236]",,No,9483,,,,H86,[],fragmentary,9544,,No,9483,47240.0,'Ripuarisch',"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1466-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1510-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': central, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1466-01-01 00:00:00, 'estMaxDate': 1510-12-31 00:00:00}",2. Probable (33%-66%),9763.0,"Klein (1995), p. 17.",'XVd',[],,,[],,[47483],[],,Action required,9697,url?
48238,105,48237.0,[48239],,No,9483,,,,LC,[],complete,9545,,Yes,9482,46312.0,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1311-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1335-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': central, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1311-01-01 00:00:00, 'estMaxDate': 1335-12-31 00:00:00}",2. Probable (33%-66%),9763.0,"Klein (1995), p. 14.",'c.1320-1325',[],,,[],,[47483],[https://www.kb.nl/ontdekken-bewonderen/topstukken/lancelotcompilatie],,Action required,9697,Check
48241,105,48237.0,[48242],,No,9483,,,,H87,[],fragmentary,9544,,No,9483,46312.0,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1266-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1310-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': central, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1266-01-01 00:00:00, 'estMaxDate': 1310-12-31 00:00:00}",2. Probable (33%-66%),9763.0,"Klein (1995), p. 13.",'XIIId',[],,,[],,[47483],[],,Action required,9697,url?
48246,105,48237.0,[48247],,No,9483,,,,H88,[],fragmentary,9544,,No,9483,47240.0,Ripuarisch,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1266-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1310-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': slowStart, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1266-01-01 00:00:00, 'estMaxDate': 1310-12-31 00:00:00}",2. Probable (33%-66%),9763.0,"Klein (1995), p. 13.",'≤ 1300',[],,,[],,[47483],[],,Action required,9697,url?
48251,105,48237.0,[48252],,No,9483,,,,H89,[],fragmentary,9544,,No,9483,46312.0,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1316-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1360-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': slowStart, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1316-01-01 00:00:00, 'estMaxDate': 1360-12-31 00:00:00}",2. Probable (33%-66%),9763.0,"Klein (1995), p. 15.",'< 1350',[],,,[],,[47483],"[https://opac.kbr.be/Library/search.aspx?SC=KBR_UNIFIED&QUERY=II+572&_lg=nl-BE#/Detail/(query:(Id:'position:%20SOLR/DEFA-000001_OFFSET_0',Index:1,NBResults:52,PageRange:3,SearchQuery:(CloudTerms:!(),FacetFilter:%7B%7D,ForceSearch:!f,InitialSearch:!f,Page:0,PageRange:3,QueryGuid:'2a290e20-ef1d-4152-903d-78a66306accc',QueryString:perchevael,ResultSize:50,ScenarioCode:KBR_UNIFIED,ScenarioDisplayMode:display-standard,SearchGridFieldsShownOnResultsDTO:!(),SearchLabel:'',SearchTerms:perchevael,SessionGuid:'34df968b-af50-43ad-92bc-8cfcd79602e9',SortField:!n,SortOrder:0,TemplateParams:(Scenario:'',Scope:Library,Size:!n,Source:'',Support:'',UseCompact:!f),UseSpellChecking:!n)))]",,Action required,9697,Check
48255,105,48237.0,[48256],,No,9483,,,,H90,[],fragmentary,9544,,No,9483,46335.0,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1266-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1310-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': slowStart, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1266-01-01 00:00:00, 'estMaxDate': 1310-12-31 00:00:00}",2. Probable (33%-66%),9763.0,"Klein (1995), p. 13.",'< 1300',[],,,[],,[47483],[],,Action required,9697,url
48259,105,48258.0,[48260],,No,9483,,,,LC,[],complete,9545,,No,9483,46312.0,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1311-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1335-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': central, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1311-01-01 00:00:00, 'estMaxDate': 1335-12-31 00:00:00}",2. Probable (33%-66%),9763.0,"Klein (1995), p. 14.",'c.1320-1325',[],,,[],,[47483],[https://www.kb.nl/ontdekken-bewonderen/topstukken/lancelotcompilatie],,Action required,9697,Check
48265,105,48258.0,[48266],,No,9483,,,,H91,[],fragmentary,9544,,No,9483,47357.0,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1341-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1410-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': central, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1341-01-01 00:00:00, 'estMaxDate': 1410-12-31 00:00:00}",2. Probable (33%-66%),9763.0,"Klein (1995), p. 15.",'XIV2',[],,,[],,[47483],"[https://opac.kbr.be/Library/search.aspx?SC=KBR_UNIFIED&QUERY=II+572&_lg=nl-BE#/Detail/(query:(Id:'position:%20SOLR/DEFA-000001_OFFSET_0',Index:1,NBResults:12,PageRange:3,SearchQuery:(CloudTerms:!(),FacetFilter:'%7B%22_842%22:%22Handschrift%22%7D',ForceSearch:!f,InitialSearch:!f,Page:0,PageRange:3,QueryGuid:'7bfad78b-dac0-4fcc-b54c-aaa2030115c6',QueryString:'IV%20636,4',ResultSize:50,ScenarioCode:KBR_UNIFIED,ScenarioDisplayMode:display-standard,SearchGridFieldsShownOnResultsDTO:!(),SearchLabel:'',SearchTerms:'IV%20636%204',SessionGuid:de9bb8e1-6e7b-459d-bea3-bc9c8c0edf59,SortField:!n,SortOrder:0,TemplateParams:(Scenario:'',Scope:Library,Size:!n,Source:'',Support:'',UseCompact:!f),UseSpellChecking:!n)))]",,Action required,9697,Check
48269,105,48268.0,[48270],,No,9483,,,,LC,[],complete,9545,,Yes,9482,46312.0,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1311-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1335-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': central, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1311-01-01 00:00:00, 'estMaxDate': 1335-12-31 00:00:00}",2. Probable (33%-66%),9763.0,"Klein (1995), p. 14.",'c.1320-1325',[],,,[],,[47483],[https://www.kb.nl/ontdekken-bewonderen/topstukken/lancelotcompilatie],,Action required,9697,Check
48273,105,48268.0,[48274],,No,9483,,,,H97,[],fragmentary,9544,,No,9483,46305.0,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1316-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1360-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': central, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1316-01-01 00:00:00, 'estMaxDate': 1360-12-31 00:00:00}",2. Probable (33%-66%),9763.0,"Klein (1995), p. 14.",'XIVb',[],,,[],,[47483],"[https://opac.kbr.be/Library/search.aspx?SC=KBR_UNIFIED&QUERY=II+572&_lg=nl-BE#/Detail/(query:(Id:'position:%20SOLR/DEFA-000001_OFFSET_0',Index:1,NBResults:1,PageRange:3,SearchQuery:(CloudTerms:!(),FacetFilter:'%7B%22_842%22:%22Handschrift%22%7D',ForceSearch:!f,InitialSearch:!f,Page:0,PageRange:3,QueryGuid:'2d277002-dc6f-4e17-a934-b0c18d6f9a0d',QueryString:'IV%20818',ResultSize:50,ScenarioCode:KBR_UNIFIED,ScenarioDisplayMode:display-standard,SearchGridFieldsShownOnResultsDTO:!(),SearchLabel:'',SearchTerms:'IV%20818',SessionGuid:'816c9f83-dd8e-4728-a982-4451febaca8d',SortField:!n,SortOrder:0,TemplateParams:(Scenario:'',Scope:Library,Size:!n,Source:'',Support:'',UseCompact:!f),UseSpellChecking:!n)))]",,Action required,9697,Check
