H-ID,type_id,is_manifestation_of H-ID,observed_on_pages H-ID,last_observed_in_doc H-ID,is_unobserved,is_unobserved TRM-ID,claim_freetext,used_to_follow_fragment H-ID,used_to_follow_witness H-ID,preferred_siglum,alternative_sigla,status_witness,status_witness TRM-ID,status_notes,is_excerpt,is_excerpt TRM-ID,regional_writing_style H-ID,scripta_freetext,date_of_creation,date_of_creation_certainty,date_of_creation_certainty TRM-ID,date_of_creation_source,date_freetext,scribe H-ID,number_of_hands,scribe_note,place_of_creation H-ID,place_of_creation_source,described_by_source H-ID,described_at_URL,reference_notes,review_status,review_status TRM-ID,review_note
48279,105,48277.0,[48280],,No,9483,,,,H103,[],fragmentary,9544,,No,9483,46305.0,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1366-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1410-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': central, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1366-01-01 00:00:00, 'estMaxDate': 1410-12-31 00:00:00}",2. Probable (33%-66%),9763.0,"Klein (1988), p. 16.",'XIVd',[],,,[],,[47483],[https://www.handschriftencensus.de/19710],,Action required,9697,Check
48284,105,48282.0,[48285],,No,9483,,,,Germ. fol. 922,[],defective,9546,,No,9483,48048.0,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1403-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1425-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': central, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1403-01-01 00:00:00, 'estMaxDate': 1425-12-31 00:00:00}",2. Probable (33%-66%),9763.0,"Klein (1995), p. 16.",'c.1412-1415',[],,,[],,[47483],[https://www.handschriftencensus.de/4269],,Action required,9697,Check
48290,105,48288.0,[48291],,No,9483,,,,H104,[],fragmentary,9544,,No,9483,,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1316-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1360-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': slowStart, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1316-01-01 00:00:00, 'estMaxDate': 1360-12-31 00:00:00}",2. Probable (33%-66%),9763.0,"Klein (1995), p. 15.",'< 1350',[],,,[],,[47483],[https://www.handschriftencensus.de/21475],,Action required,9697,Check
48294,105,48293.0,[48295],,No,9483,,,,LC,[],complete,9545,,No,9483,46312.0,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1311-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1335-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': central, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1311-01-01 00:00:00, 'estMaxDate': 1335-12-31 00:00:00}",2. Probable (33%-66%),9763.0,"Klein (1995), p. 14.",'c.1320-1325',[],,,[],,[47483],[https://www.kb.nl/ontdekken-bewonderen/topstukken/lancelotcompilatie],,Action required,9697,Check
48298,105,48296.0,[48299],,No,9483,,,,IV 927,[],complete,9545,,No,9483,47503.0,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1461-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1490-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': central, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1461-01-01 00:00:00, 'estMaxDate': 1490-12-31 00:00:00}",2. Probable (33%-66%),9763.0,"Klein (1995), p. 16.",'c.1470-1480',[],,,[],,[47483],"[https://opac.kbr.be/Library/search.aspx?SC=KBR_UNIFIED&QUERY=II+572&_lg=nl-BE#/Detail/(query:(Id:'position:%20SOLR/DEFA-000001_OFFSET_0',Index:1,NBResults:1,PageRange:3,SearchQuery:(CloudTerms:!(),FacetFilter:'%7B%22_842%22:%22Handschrift%22%7D',ForceSearch:!f,InitialSearch:!f,Page:0,PageRange:3,QueryGuid:a3c1378b-7dfb-459a-9124-e62802b433d2,QueryString:'IV%20927',ResultSize:50,ScenarioCode:KBR_UNIFIED,ScenarioDisplayMode:display-standard,SearchGridFieldsShownOnResultsDTO:!(),SearchLabel:'',SearchTerms:'IV%20927',SessionGuid:'3420866a-0fd3-4b74-9785-49d7c4eedb68',SortField:!n,SortOrder:0,TemplateParams:(Scenario:'',Scope:Library,Size:!n,Source:'',Support:'',UseCompact:!f),UseSpellChecking:!n)),sst:2)]",,Action required,9697,Check (find pagerange)
48300,105,48296.0,[48301],,No,9483,,,,15.589-623,[],complete,9545,,No,9483,46312.0,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1391-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1420-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': central, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1391-01-01 00:00:00, 'estMaxDate': 1420-12-31 00:00:00}",2. Probable (33%-66%),9763.0,"Klein (1995), p. 16.",'c.1399-1410',[],,,[],,[47483],[https://www.handschriftencensus.de/6926],,Action required,9697,Check
48303,105,48302.0,[48304],,No,9483,,,,LC,[],complete,9545,,Yes,9482,46312.0,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1311-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1335-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': central, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1311-01-01 00:00:00, 'estMaxDate': 1335-12-31 00:00:00}",2. Probable (33%-66%),9763.0,"Klein (1995), p. 14.",'c. 1320-1325',[],,,[],,[47483],[https://www.kb.nl/ontdekken-bewonderen/topstukken/lancelotcompilatie],,Action required,9697,Check
48306,105,48302.0,[48307],,No,9483,,,,H122,[],fragmentary,9544,,No,9483,46305.0,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1341-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1385-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': central, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1341-01-01 00:00:00, 'estMaxDate': 1385-12-31 00:00:00}",2. Probable (33%-66%),9763.0,"Klein (1995), p. 16.",'XIVc',[],,,[],,[47483],[],,Action required,9697,url
48312,105,48302.0,"[48313, 48315]",,No,9483,,,,H123,[],fragmentary,9544,,No,9483,46305.0,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1266-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1310-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': central, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1266-01-01 00:00:00, 'estMaxDate': 1310-12-31 00:00:00}",2. Probable (33%-66%),9763.0,"Klein (1995), p. 13.",'XIIId',[],,,[],,[47483],[https://www.handschriftencensus.de/13177],,Action required,9697,Check
48318,105,48316.0,[48319],,No,9483,,,,H124,[],fragmentary,9544,,No,9483,47240.0,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1191-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1250-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': central, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1191-01-01 00:00:00, 'estMaxDate': 1250-12-31 00:00:00}",2. Probable (33%-66%),9763.0,"Klein (1995), p. 13.",'XIII1',[],,,[],,[47483],[],,Action required,9697,Check
48324,105,48321.0,[48325],,No,9483,,,,H125,[],fragmentary,9544,,No,9483,46305.0,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1366-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1410-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': central, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1366-01-01 00:00:00, 'estMaxDate': 1410-12-31 00:00:00}",2. Probable (33%-66%),9763.0,"Klein (1995), p. 16.",'XIVd',[],,,[],,[47483],[https://lib.ugent.be/nl/catalog/rug01:000990093?i=4&q=1646&type=manuscript],,Action required,9697,Opmerking kopiist ergens kwijt?
48329,105,48327.0,[48330],,No,9483,,,,H126,[],fragmentary,9544,,No,9483,47357.0,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1316-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1385-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': central, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1316-01-01 00:00:00, 'estMaxDate': 1385-12-31 00:00:00}",2. Probable (33%-66%),9763.0,"Klein (1995), p. 15.",'XIVm',[],,,[],,[47483],[],,Action required,9697,Check
48334,105,48332.0,[48335],,Yes,9482,,,,H127,[],fragmentary,9544,,No,9483,,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1341-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1410-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': central, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1341-01-01 00:00:00, 'estMaxDate': 1410-12-31 00:00:00}",2. Probable (33%-66%),9763.0,"Klein (1995), p. 16.",'XIV2',[],,,[],,[47483],[],,Action required,9697,Check
48339,105,48337.0,[48340],,No,9483,,,,H128,[],fragmentary,9544,,No,9483,,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1291-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1310-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': central, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1291-01-01 00:00:00, 'estMaxDate': 1310-12-31 00:00:00}",2. Probable (33%-66%),9763.0,"Klein (1995), p. 14.",'c.1300',[],,,[],,[47483],[],,Action required,9697,Check
48344,105,48342.0,[48345],,No,9483,,,,H129,[],fragmentary,9544,,No,9483,47357.0,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1341-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1385-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': slowFinish, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1341-01-01 00:00:00, 'estMaxDate': 1385-12-31 00:00:00}",2. Probable (33%-66%),9763.0,"Klein (1995), p. 16.",'≥ 1350',[],,,[],,[47483],[],,Action required,9697,Check
48350,105,48347.0,[48351],,No,9483,,,,H130,[],fragmentary,9544,,No,9483,46305.0,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1341-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1385-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': slowFinish, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1341-01-01 00:00:00, 'estMaxDate': 1385-12-31 00:00:00}",2. Probable (33%-66%),9763.0,"Klein (1995), p. 16.",'≥ 1350',[],,,[],,[47483],[],,Action required,9697,Check
48356,105,48353.0,[48357],,No,9483,,,,H131,[],fragmentary,9544,,No,9483,46312.0,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1316-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1385-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': central, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1316-01-01 00:00:00, 'estMaxDate': 1385-12-31 00:00:00}",2. Probable (33%-66%),9763.0,"Klein (1995), p. 15.",'XIVm',[],,,[],,[47483],[https://digitalcollections.universiteitleiden.nl/view/item/1679726?solr_nav%5Bid%5D=c91c94bac377d3550987&solr_nav%5Bpage%5D=0&solr_nav%5Boffset%5D=0#page/1/mode/1up],,Action required,9697,Check
48361,105,48359.0,[48362],,No,9483,,,,H142,[],fragmentary,9544,,No,9483,,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1101-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1500-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': central, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1101-01-01 00:00:00, 'estMaxDate': 1500-12-31 00:00:00}",2. Probable (33%-66%),9763.0,,,[],,,[],,[47485],[],,Action required,9697,Add info article
48367,105,48364.0,"[48368, 48370]",,No,9483,,,,H143,[],fragmentary,9544,,No,9483,46312.0,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1316-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1360-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': slowFinish, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1316-01-01 00:00:00, 'estMaxDate': 1360-12-31 00:00:00}",2. Probable (33%-66%),9763.0,"Klein (1995), p. 14.",'≥ 1325',[],,,[],,[47483],[],,Action required,9697,Check
48373,105,46323.0,[48374],,No,9483,,,,H134,[],fragmentary,9544,,No,9483,,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1316-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1385-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': central, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1316-01-01 00:00:00, 'estMaxDate': 1385-12-31 00:00:00}",2. Probable (33%-66%),9763.0,"Bertagnolli (2019), p. 269.",'Het perkament wordt op paleografische gronden in het midden van de veertiende eeuw gedateerd.',[],,,[],,[47485],[],,Action required,9697,Add source Bertagnolli/Langeslag
48377,105,47369.0,[48378],,No,9483,,,,H135,[],fragmentary,9544,,No,9483,46312.0,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1316-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1385-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': central, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1316-01-01 00:00:00, 'estMaxDate': 1385-12-31 00:00:00}",2. Probable (33%-66%),9763.0,https://www.handschriftencensus.de/20069,'Mitte 14. Jh.',[],,,[],,[47485],[https://www.handschriftencensus.de/20069],,Action required,9697,Check
48785,105,48776.0,[48786],,No,9483,,,,4262,[],fragmentary,9544,,No,9483,48780.0,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1391-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1420-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': central, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1391-01-01 00:00:00, 'estMaxDate': 1420-12-31 00:00:00}",2. Probable (33%-66%),9763.0,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_1315,'1400-1410',[],1.0,,[],,[],[https://medieval.bodleian.ox.ac.uk/catalog/manuscript_1315],,Open,9698,
48794,105,48791.0,[48795],,No,9483,,,,*586.5,[],complete,9545,,No,9483,48797.0,,"{'comment': NULL, 'value': NULL, 'start': {'earliest': 1437-01-01 00:00:00, 'latest': NULL, 'estProfile': NULL, 'estDetermination': NULL}, 'end': {'earliest': NULL, 'latest': 1560-01-01 00:00:00, 'estProfile': NULL, 'estDetermination': NULL}, 'estDetermination': conjecture, 'estProfile': central, 'timestamp': {'in': NULL, 'type': NULL, 'circa': false}, 'estMinDate': 1437-01-01 00:00:00, 'estMaxDate': 1560-12-31 00:00:00}",2. Probable (33%-66%),9763.0,https://www.middleenglishromance.org.uk/mer/3,'c. 1446-1550',[],,,[],,[],"[https://etheses.bham.ac.uk/id/eprint/5748/1/Tanner15MRes.pdf, https://www.middleenglishromance.org.uk/mer/3]",,Open,9698,
